Contents,Class
"@Dr_Jreid Iran where there is no human freedom and where they murder Kurds, gays, apostates, political opponents.",racism
"@biebervalue @greenlinerzjm Horseshit. Mohammed led 17 major military expeditions, owned 28 slaves, had 9 wives - one six years old.",racism
@biebervalue @greenlinerzjm Mohammed had people murdered who disagreed with him. He raped women. He married a 6 year old. He beheaded Jews.,racism
@biebervalue @greenlinerzjm Here is the Quran telling women not to leave their house. http://t.co/KlxIwZF7md,racism
@biebervalue @greenlinerzjm Here is the Quran telling men they can beat their wives and that men are superior. http://t.co/8xldNwbvZx,racism
@biebervalue @greenlinerzjm Here is the Quran telling Muslim men that they can rape their slave girls. http://t.co/FyNapWCBWw,racism
@biebervalue @greenlinerzjm Here is the Quran stating that the witness of a woman is worth half that of a man. #Islam http://t.co/qlZFV7ZXkJ,racism
@biebervalue @greenlinerzjm Liar! Katjia was a business woman before there was Islam. Mohammed worked for her and had no choice about it.,racism
"@biebervalue @greenlinerzjm You fucking moron, slavery is approved right in the Quran. Read it you stupid idiot.",racism
"@Rudd1971 Yeap, this is a big problem. The Shia militia is only slightly less fanatical and Islamofascist than the Daesh they are replacing.",racism
"@Rudd1971 Both Daesh and Shia Militia are driven by a religion of hatred and bigotry and there will be no freedom in Tikrit, regardless.",racism
@BinMaymun @stevoiraq I don't trust ISIS or the Shia militia. Both want to force their sick religion on people. #Tikrit,racism
@MoonNor27 The Shia militia are terrorists that are only slightly better than ISIS. Look at the Shia militia in Yemen.,racism
@New_Babylonia This is propaganda. The Shia militia are religious fanatics and fascists just like ISIS - only slightly less extreme.,racism
@Paul_News @Rudd1971 True. But Islam is corrupt from the beginning.,racism
"@palmeye @Rudd1971 Since 90% of Muslim civilians are killed by Muslim terrorists, you Avatar is just propaganda.",racism
@New_Babylonia @fanarhaddad Saudis regard ISIS as a threat. It's who is defeating them that they have a problem with.,racism
@RTUKnews An Islamist human rights group? LOL. Now there is a contradiction in terms.,racism
"RT @lajouetreine: RT@UnPoliticalPrty: The true history of #Islam and Slavery 

MUST SEE http://t.co/UFJt3iAzzw

#PJNET",racism
"RT @Damocles247: PLEASE SIGN THIS PETITION + RETWEET
http://t.co/aWQOOqVlp0  #BanIslam
@LordThinker @FuckTheShitUSay @ukipwton @VileIslam @?",racism
@asem_1994 Good morning.  Here is the history of Islamic slavery. https://t.co/xWJzpSodGj,racism
@greenlinerzjm @versacezaynx @nyazpolitics do uk enough to understand the history of Islamic slavery? https://t.co/xWJzpSodGj,racism
@halalflaws @biebervalue @greenlinerzjm The women convert to Islam because they marry Muslim men. Men convert in prison.,racism
@halalflaws @biebervalue @greenlinerzjm Your prophet never said that. And countries like Pakistan have a 90% domestic violence rate.,racism
@halalflaws @biebervalue @greenlinerzjm What your prophet said was that women are stupid and corrupt. #Islam http://t.co/gmiSHq8QaG,racism
@greenlinerzjm @versacezaynx @nyazpolitics Most of the African slaves were slaves of Muslims.,racism
@haroonstyles @greenlinerzjm @halalflaws @biebervalue You try again. Mohammed screwed Aisha when she was 9. http://t.co/gJ5Ob13HFX,racism
@haroonstyles @biebervalue @greenlinerzjm @halalflaws Mohammed raped Aishia when she was 9. http://t.co/7moZbSqhpG,racism
@haroonstyles @halalflaws @greenlinerzjm @biebervalue 80% of Muslim civilians are killed by Taliban. Look it up.,racism
@AMohedin Okay. So we agree that the Taliban and ISIS and Saudis are implementing 33:33.,racism
@AMohedin And ISIS does what Islam requires. 33:33 is just the start.,racism
"@AMohedin Okay, so we understand that the Quran makes striking a woman an option and that the woman must obey the man.",racism
"@AMohedin Two verses and we can agree that Islam tells women to stay home, cover up, obey your husband, right?",racism
@AMohedin My 2:282 says that you can replace the testimony of one man with that of two women.,racism
RT @dstfelix: to be clear white boys singing abt hanging niggers got them police protection. black ppl chanting Black Lives Matter got them?,racism
"@Wonderstroke Mohammed was suppose to be guided by god, and his example was for all mankind for all time. He was not suppose to follow.",racism
"@halalflaws @haroonstyles @AMohedin @islamdefense @greenlinerzjm Islam allows men divorce by saying I divorce you, three times, not women.",racism
@AnwarPrince14 @SABCNewsOnline Why not? The Palestinians behead gays and honor kill women.,racism
@no2_tweet Here are Churchill's views about the pedophile prophet. http://t.co/tX7LHgnwf7,racism
@CherguiaMbark Every Muslim convert becomes Muslim propaganda.,racism
@Kaya786 Islamophobia is like Naziphobia. There is no such thing.,racism
@Kaya786 A phobia is an irrational hatred. There is no such thing as a  phobia for a hatred that is rational.,racism
"@Kaya786 And since Islam is a religion of murder, bigotry and hatred, hating Islam is rational. http://t.co/yVoMfK1ytk",racism
@Abu_Talal2 But Islam has no truth. Every word is a lie.,racism
@Abu_Talal2 No it doesn't. Islam is grossly sexist. It is a misery for women. http://t.co/Oj3IfVg6Hc,racism
"RT @BlissTabitha: Australia: Gifted teen embraces Islam, becomes a jihad terrorist http://t.co/bpmb7EoaGv",racism
Here r translations of t Quranic verse that gives men the right to beat their wives and declares men superior. http://t.co/3piDnVkq2b #Islam,racism
@drewmistak The content of the Quran and Hadiths give Islam a bad name.,racism
Why do Muslims force women to cover up and stay at home?  The Quran tells them to. #Islam http://t.co/NHh9nLaMnP,racism
@Kaya786 @fai3an_H At least I don't follow pedophile prophets or believe in mythical creatures of fire called Jinn.,racism
@fai3an_H @Kaya786 Talk to me about being dumb when you figure out how to get working toilets into the Pakistani public schools.,racism
@Kaya786 A. It's not the fastest growing religion. It's the fastest breeding religion.,racism
@Kaya786 B. The only reason there are non Muslims on the earth is because the non Muslim armies defeated the Muslims.,racism
@Kaya786 And it is Islam's preoccupation with violent victory rather than persuasion that makes it globally hated.,racism
@Kaya786 @fai3an_H The problem is that I have far more knowledge of Islam than you and it is your mind that has been shrunken by Islam.,racism
@Kaya786 @fai3an_H The very definition of Islam is hatred and negativity. We have to get rid of that cancer so civilization can advance.,racism
@Kaya786 @fai3an_H My opinions of Islam don't come from the media. They come from the Quran and Hadiths.,racism
@Kaya786 @fai3an_H In the Quran Islam declared war on all mankind 1400 years ago. It is time for humanity to return the favor.,racism
"@Kaya786 @fai3an_H Islam is not a race, microbrain, it is a death cult.",racism
"@Kaya786 No, just Muslims having more babies as their prophet told them to do for the sake of population imperialism. #Islam",racism
@MadDr11 @MaxBlumenthal Your people's struggle is to dominate other people through violence. So fuck you.,racism
"@MadDr11 @MaxBlumenthal No Israel is containing Muslim violence through the only thing Muslims respond to, violence.",racism
@MadDr11 @MaxBlumenthal And in the meantime the Palestinian fuckers are beheading gays and doing honor killings.,racism
"@MadDr11 No the Muslims murdered the Jews the traditional Muslim way, with swords, knives, and spears. And they did it for 1400 years.",racism
@alihadi68 @MaxBlumenthal @rudoren @nytimes And you are supporting the little head choppers and honor killers in Palestine.,racism
@alihadi68 @David_Cameron Who's them? I only see real beheadings in Palestine and the rest of the Muslim world.,racism
@alihadi68 Virtually all the women being beaten and tortured in the world are getting it from Muslims. http://t.co/0faFKHf7H9,racism
@alihadi68 @DouglasKMurray @BBCNews @Ofcom @SkyNews @Independent The racist are Muslims who use breeding for population imperialism.,racism
"@Hesiod2k11 @MaxBlumenthal @BlueDuPage If they were aligned with neo Nazis, the Muslims would love them.",racism
@CariCouture @MedicalAidPal @meralhece @jonsnowC4 @AliAbunimah @theIMEU @MaxBlumenthal Kind of like the Islamic world is a prison.,racism
@MaxBlumenthal @NafeezAhmed LOL. With conspiracy theories like that are you sure that you aren't a madrassa graduate?,racism
@OccuWorld ROFL. Jews used to live on 40% of Arabian peninsula. Who is committing genocide against who?,racism
Muslims are trying hard to finish the job of genocide that their prophet Mohammed gave them #Islam #Israel #Palestine http://t.co/GrFVgLmI70,racism
RT @proadstudio: Israel withdrew Gaza 2005. Evidently #Hamas is so far up your ass @munnerlyn33 you're choking. @NuritBaytch @themillieneal?,racism
"@nader_haq @MadDr11 No, that was just your pedophile prophet making excuses to slaughter them and steal their land and property.",racism
@nader_haq @MadDr11 But your child raping prophet made his intentions clearly known in the Hadiths. http://t.co/IOmcyHTe9W,racism
"@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Yeap, leave it to a Muslim to consider stoning women to death as funny.",racism
@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Bullshit. They are prisoners in their homes and in their country.,racism
@halalflaws @liamxkiwi @greenlinerzjm @biebervalue Here is my twitter page Islamolunatic.,racism
RT @sudixitca: .@VSRamchandra Islam = Nazism. How could it be reformed? @manonive,racism
"@nader_haq @MadDr11 @MaxBlumenthal These Muslims are babies are trained to kill, scum. http://t.co/jaWq72xkfF",racism
"@nader_haq @MadDr11 Because they use their women as baby machines and they practice population imperialism, as commanded by Mohammed.",racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I dont have to live there to know you can't leave house without male relative,racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know you have religious police telling how to dress.,racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know you can't go on a date with any man you want.,racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know that men can and do marry babies in Saudi. http://t.co/mWryD1ihpM,racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws If you walked down Saudi street dressed like in yr picture would be arrested.,racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know that your husband can beat you there and there is nothing you can do.,racism
"@halalflaws @greenlinerzjm @biebervalue Nobody on the Supreme Court had a clue about what a murdering, raping, bigoted, pedophile he was.",racism
"@NewPakistan2020 Like a bunch of mindless bots, Muslims repeat the same lies in exactly the same words, every day, multiple times a day.",racism
@Isham_AlAssad @USArmy Where is your evidence that they are furious goat fucker?,racism
@Isham_AlAssad @UN Nobody said that goat fucker. You made it up.,racism
"@Isham_AlAssad @UN Any fool can see that is a photoshop job, goat fucker.",racism
"RT @PhxKen: SIR WINSTON CHURCHHILL: ""ISLAM IS A DANGEROUS IN A MAN AS RABIES IN A DOG"" http://t.co/kCXgKD70SK",racism
"@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's silence on Muslim bigotry, and it's cost.",racism
"@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's silence on the Muslim Jihad against humanity, and it's cost.",racism
"@MaxBlumenthal That tiny group is dripping cluelessness all over the floor.  ""Oh please love me for my brainwashed anti-Semitism!""",racism
@_d_n_verg_ @stevesalaita Look at this ranting lunatic Palestinian. Interesting what he tells us. https://t.co/8cmfoOZwxz,racism
@_d_n_verg_ @stevesalaita Palestinians are half Egyptian and half Saudi. Palestinians are the spearhead for the Arabs against the Jews.,racism
@_d_n_verg_ @stevesalaita Nothing has any value for Arabs except the destruction of the Jews. And the Arabs must pay Palestine to destroy em,racism
@_d_n_verg_ @stevesalaita The filth of the Palestinian head choppers and honor killers and genocidal maniacs is there for the world to see.,racism
"@alihadi68 @rudoren @nytimes Hey, at least he doesn't murder people for apostacy and blasphemy like your tribe of scum.",racism
@alihadi68 @MaxBlumenthal @rudoren @nytimes Your proph beheaded 600 Jewish men &amp; sold the women and children into slavery. And you love him.,racism
@alihadi68 @MaxBlumenthal @rudoren @nytimes So asshole Muslims reserve the right to act like animals and scream like women when other do it.,racism
@alihadi68 @MaxBlumenthal @rudoren @nytimes Compare a Netanyahu speech to this genocidal Palestinian lunatic. https://t.co/8cmfoOZwxz,racism
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws Half of Saudi women are beaten at home because the Quran permits it.,racism
@loveconcursall @ottomanland The English &amp; Israel were really thinking ahead when they sent Baghdadi to all those Islamic religious schools.,racism
"@loveconcursall @ottomanland ISIS is a giant embarrassment to Muslims, not just because of the barbaric things they do. But because ...",racism
@loveconcursall @ottomanland ...the Prophet Mohammed did the same thing. Baghdadi can quote Quran and Hadiths for every action he takes.,racism
@loveconcursall @ottomanland So of course Muslims are caught in a corner having to make conspiracy theories to try to protect Islam.,racism
@loveconcursall @ottomanland But look at the reality disconnect. Burak says he is for freedom and against all slavery while at the ...,racism
@loveconcursall @ottomanland ....same time admiring the Ottoman state which was a total authoritarian slave state.,racism
@MaxBlumenthal While the Palestinian terrorists that Blumenthal loves are throwing their opponents off rooftops and really beheading gays.,racism
@NafeezAhmed @MaxBlumenthal @Number10gov By all means. Send the Muslims back to the Middle East before they turn Europe into the same sewer.,racism
"@NafeezAhmed @MaxBlumenthal @Number10gov With Muslims attacking European Jews and grooming European children, get rid of them.",racism
@MaxBlumenthal The Prophet Mohammed beheaded 600 Jews for not being loyal to him. And all the Muslims love Mohammed. So what's the problem?,racism
"@Saeed6Ali @MaxBlumenthal @DaraDeBrun Want to see totally insane rantings, look at Bloomenthal's terrorist friends. https://t.co/8cmfoOZwxz",racism
"@AlterNet @MaxBlumenthal No, it doesn't suggest that. Islamolunatics and left wing lunatics suggest that.",racism
"@FarooqSumar @MaxBlumenthal No, now we have idiots like you claiming that the Muslims should be allowed to finish exterminating ME Jews.",racism
"@FarooqSumar @NafeezAhmed @MaxBlumenthal As this Palestinian makes clear, they are Egyptians and Saudis and that Arabs must destroy Jews....",racism
@FarooqSumar @NafeezAhmed @MaxBlumenthal Wrong again. Islam = Nazism.  And Muslim murderers have exterminated Jews.,racism
@FarooqSumar @NafeezAhmed @MaxBlumenthal And the Muslim Nazis left the Jews nothing but this. http://t.co/MTVgnwqZVu,racism
@FarooqSumar @NafeezAhmed @MaxBlumenthal The Jews lived on 40% of the Arabian penninsula before the pedophile prophet started to murder them,racism
@FarooqSumar @NafeezAhmed @MaxBlumenthal In fact the pedophile prophet clearly stated his intention in Hadiths. http://t.co/04XVHx5vVl,racism
@FarooqSumar @NafeezAhmed @MaxBlumenthal Now the Muslim Arabs are using the Palestinans as their spear point to complete the extermination.,racism
@FarooqSumar @Quickieleaks @hamidul1 @nadeemmalik Hey shouldn't you be worrying more about Pakistan Muslims murdering Christians &amp; Hindus?,racism
@MaxBlumenthal @Campagnebds Blumenthal self promotion. The only groups that attack talks and kill people are Max's terrorist Muslim friends.,racism
@tintinenameriq @MaxBlumenthal @Campagnebds Shows how stupid you've become. Only Muslim terrorists actually attack talks.,racism
RT @BenCohenOpinion: Neo-Nazis and Holocaust deniers adore @MaxBlumenthal because he thinks just like them. More @tabletmag http://t.co/bnO?,racism
"@FarooqSumar @CPMacL2008 @AliasHere Norm only got the book wrong. It should say Quran, since Muslims have been doing that for centuries.",racism
@CaliphateCop @Saeed6Ali Raping 9 year old girls is allowed in Islam. So where are child soldiers outlawed?,racism
@CaliphateCop @Saeed6Ali And Hamas trains child soldiers and sends them to get killed for propaganda. http://t.co/nAoJe5oqwO,racism
@thepoliticalcat @MaxBlumenthal @Campagnebds Because there are no Zionist thugs. Just people protecting themselves from Muslim head choppers,racism
@PTISalarKhan Try sending the Bible to some Muslim lunatics.  Saudi won't even allow it in the country. More religious freedom in Israel.,racism
@PTISalarKhan @georgegalloway Of course Muslim religious bigots like you think that is okay.,racism
@PTISalarKhan @georgegalloway But why propagandize your bigotry when Pakistani Muslims are murdering Christians and Hindus for blasphemy?,racism
@SelenaKhan14 @PTISalarKhan @georgegalloway It's nothing compared to Muslim Pakistani mobs murdering Christians and Hindus on fake blasphemy,racism
"@coralivesey @PTISalarKhan @georgegalloway So the entire nation of Saudi should be punnished, since they don't allow churches or bibles.",racism
@PaulieQw @PTISalarKhan @georgegalloway That's because the standard of comparison is to murdering Muslims.,racism
@fehmida444 @chezkig1 @PTISalarKhan @georgegalloway They are occupied because Arab Muslims want Jews exterminated. https://t.co/8cmfoOZwxz,racism
"@MrInsaf @georgegalloway Why, when he could be elected mayor of Peshwar in a heartbeat. He could then murder Christians for blasphemy.",racism
"@AdnanSadiq01 @PTISalarKhan What black and white, terrorist scum? There is zero evidence presented. Are you a madrassa graduate?",racism
@AdnanSadiq01 I think your goat is calling you. She is horny.,racism
@Rubiconski You must be one of Putin's army of paid internet trolls.  http://t.co/stp5NmjZRY http://t.co/IIZx95911L,racism
"RT @AviMayer: If you're surprised to learn Israel-haters @AliAbunimah and @MaxBlumenthal are promoting a vicious anti-Semite, you aren't pa?",racism
RT @AviMayer: How unsurprising: Hatemongers @AliAbunimah and @MaxBlumenthal promote Holocaust denier - http://t.co/4nRJngy7H6 (h/t: @Warped?,racism
@MaxBlumenthal @RaniaKhalek There was no Shujaiya massacre. The place was full of Blumenthal's terrorist friends and their weapons.,racism
@MaxBlumenthal The Arabian Peninsula was once full of Jews and Christians. They were decimated by the Muslims. Max is helping them finish it,racism
@who_the_fa @MaxBlumenthal The difference is that he only said it. The Muslims are doing it.,racism
@harmlesstree2 @MaxBlumenthal Then why have all the Jews completely perished from much of the Arabian P when they once had 40% of it.,racism
"@harmlesstree2 @MaxBlumenthal If you want to understand the lie of Muslims living in peace with Jews, read Ibn Warraq http://t.co/KFsbDefYkD",racism
"@harmlesstree2 No, shithead, they were killed or forced to convert. Mohammed started the ball rolling by beheading 600 Jewish prisoners.",racism
@harmlesstree2 And then the pedophile sold all the women and children into slavery. And he is the model for Hamas and ISIS.,racism
@harmlesstree2 @MaxBlumenthal Not only them. Mohammed ejected the other 2 Jewish tribes from Medina and later slaughtered them at Khybar.,racism
@harmlesstree2 @MaxBlumenthal It is an obvious fact that most Jews lived in ghettoes under the bigoted Muslims.,racism
@harmlesstree2 Your pedophile Prophet made it exceedingly clear what his intentions were for Jews and Christians. http://t.co/gVJcnOh5bm,racism
"@harmlesstree2 The first Crusades were by the Muslims microbrain, when they invaded Europe and plundered all the way to central France.",racism
@harmlesstree2 If the Muslims had not been defeated by Charles Martel civilization would be a millenium less advanced.,racism
@harmlesstree2 And we would all be worshiping the god of terrorism.,racism
"@harmlesstree2 The Jews were murdered for 1400 years by rampaging Muslim mobs in Spain, N. Africa, and the ME.",racism
"@harmlesstree2 Today, Christians are still murdered by rampaging Muslim mobs in Pakistan and Egypt.",racism
@harmlesstree2 Who cares who defined it. The Muslims lived off the production of the Jews and left them impoverished.,racism
"@harmlesstree2 In fact, Mohammed and his thugs were starving before they captured Khybar, stole the Jews property, and made them pay to live",racism
"@harmlesstree2 The holocaust happened in India, where the Muslim scum murdered 80 million Hindus, and in Africa where they murdered 110 mil.",racism
@harmlesstree2 Another line of horseshit. The poor Muslims being attacked. But virtually all their attacks were offensive.,racism
@harmlesstree2 And the lying Muslims claimed that all of their attacks were only done because they were preemptive.,racism
"@harmlesstree2 Mohammed led 17 major military expedition and murdered &amp; raped and enslaved tens of thousands.Jesus,Buddha, Lao Tse lead none",racism
@harmlesstree2 And we are suppose to believe that the murdering Muslims defended themselves all the way to Europe and India. Bullshit.,racism
@harmlesstree2 Again you are an idiot. The Muslims were thugs. They quickly figured out that if they forced everyone to convert there..,racism
@harmlesstree2 And this proved to be true.When there was no one left to steal from in the Saudi area they became broken down criminal places,racism
@harmlesstree2 The Muslim societies that managed to survive were brutal slave societies where they lived off the labor of slaves and women.,racism
@harmlesstree2 Like the Ottoman Empire was a pure slave state.,racism
"@harmlesstree2 No asshole, I single out Muslims because their barbarity is set in stone in the Quran and they have not and cannot evolve.",racism
@harmlesstree2 Jihad is the cornerstone. It is a declaration of war on all humanity. And it can only stop when Islam is completely discarded,racism
@harmlesstree2 Only an idiot that doesn't history would say that.You have never studied the barbarity of the Muslims during that entire time,racism
@Ali_Gharib @MaxBlumenthal Do you think that he is Jewish any other way than by birth?,racism
@hamzayusuf @Malek_Ason @zaytunacollege Womderful. We are going to produce our own madrassa rat jihadis.,racism
"@SAIACarleton @Naazzk What about the environmental racism experience by Christians, Jews, Ezidis, Hindus, etc. in Muslim countries?",racism
@BabaKristian @MuftahOrg Lol. You think there are no probs for people who don't tow the main stream line in Muslim c. http://t.co/yZdJhnFQen,racism
@rayyoosheh Palestine has never existed as a country. Before the Jews it belonged to the Ottomans.,racism
@santafeez Fighting for him would mean not forcing him to become a jihadi hate monster. http://t.co/tFmpcH1aZH,racism
"@CherguiaMbark Yes, I'm hoping we can get the Muslims to stop oppressing Jews and Christians and Hindus and Buddhists.",racism
@sandukankanack What do you read from her face terrorist? http://t.co/zxjEZiUKRB,racism
@kazamaryuji3 Because the Muslims have been exterminating Jews for 1400 years. And Mohammed started he Muslim hatred of Jews.,racism
@recoveringlibrl Free them to do what? Cut off the heads of gays? Honor killings? Child marriage? Exterminate Jews? Throw ppl off buildings?,racism
@substerrr Muslims want to be able to abuse other while at the same time pretending to be victims.,racism
"@nine11inreverse Another race baiting idiot. If it were about ""brown men"" I would hate Hinduism and Buddhism and Tao. But I only hate Islam.",racism
"RT @AmyMek: #IslamLOVESWomen Muslim files suit AGAINST law banning child marriage,""OFFENDS Islam"" http://t.co/bPPiSINSS8 #IWD2015 http://t.?",racism
@nine11inreverse There is a reason that there are over 100 Islamic terrorist groups and why no other religion has such a phenomena.,racism
"@pNibbler @AlterNet @MaxBlumenthal Mohammed owned slaves, Jesus did not.  Mohammed robbed caravans. Jesus did not.",racism
@pNibbler @AlterNet @MaxBlumenthal Mohammed raped women. Jesus did not. Mohammed had people murdered. Jesus did not.,racism
@pNibbler @AlterNet @MaxBlumenthal Mohammed led 17 major military expeditions that killed tens of thousands. Jesus led none.,racism
@SelenaKhan14 The crimes of Islam far outdistance any imagined crimes of Israel.,racism
@SelenaKhan14 @PTISalarKhan @georgegalloway The Israelis are fighting not to become the minority victims that all other minorities are.,racism
@SelenaKhan14 @PTISalarKhan @georgegalloway Every minority in every Muslim country is a shrinking minority due to Muslim abuse.,racism
"@SelenaKhan14 @PTISalarKhan @georgegalloway But the population in Palestine is still blowing up. No, Muslim abuse is the worst.",racism
@SelenaKhan14 @PTISalarKhan @georgegalloway Israel has to fight not to become a victim of people like this. https://t.co/8cmfoOZwxz #Islam,racism
@pNibbler @AlterNet @MaxBlumenthal Most countries are moving in that direction. But not Muslim ones. http://t.co/T65iYtpvDK,racism
"@congressman_aly Well idiot, I see that every native minority in every Muslim country is a shrinking minority due to Muslim persecution.",racism
@congressman_aly And maybe you are to stupid to see that the Muslim terrorist in Palestine murder more civilians that Israel.,racism
@rayyoosheh The reason that there are still Muslims and not Jews and Christians is due to Muslim brutality.,racism
"@congressman_aly Somewhere in the world Muslims are at war with Jews, Christians, Hindus, Buddhists, Taoists, Atheists, and anamists.",racism
@congressman_aly All of Islam is blinded by hatred. The religion was built on hatred and intimidation. http://t.co/jpqOlzJRGi,racism
@rayyoosheh I call that one thousands of the number of people Muslims murder every day.,racism
"@congressman_aly No, the Muslims worldwide are the problem. Israel is protecting itself against the same Muslim persecution that is global.",racism
@pNibbler @AlterNet @MaxBlumenthal In every Christian nation you can say what you want about Christians &amp; Jesus. Muslims kill for blasphemy.,racism
@rayyoosheh 51 Christians or Hindus have been murdered for blasphemy by Muslim mobs in Pakistan alone. Why should Israel be subject to that?,racism
"@congressman_aly It's not just a few Muslims, it's more than half. http://t.co/URibpAnTcs",racism
@rayyoosheh The murdering Muslim blasphemy mobs of Pakistan. http://t.co/f3aWjksaUz #Islam,racism
"@Ali_Gharib @NuritBaytch In what way is Blumenthal Jewish, other than by birth. Answer the question.",racism
@NuritBaytch @MaxBlumenthal Exactly. He's not Jewish by choice or allegiance. &amp; I bet he doesn't go t Synagog He only reads Torah for faults,racism
@pNibbler @AlterNet @MaxBlumenthal The majority have radical and violent opinions when they are polled about them. http://t.co/LnGUHxNRyJ,racism
@pNibbler @AlterNet @MaxBlumenthal million Muslims are extremists.,racism
@MaxBlumenthal @veganforareason @brendlewhat @dhere A Muslim woman talks about sex slaves while Max panders to them. https://t.co/jXPDgugY01,racism
@brendlewhat @MaxBlumenthal @veganforareason @dhere Christians and Hindus murdered for blasphemy by Muslim mobs. http://t.co/f3aWjksaUz,racism
@Assiye61 I have three Qurans. And the only few peaceful verses were later abrogated by dozens of violent verses.,racism
"@Assiye61 I already read the entire Quran. It is a piece of filth, hatred, violence, sexism, and bigotry.",racism
"@Assiye61 That is a lot of disinformation. For example, there were never more than 5 million North American Indians. http://t.co/ErZxfNAOUt",racism
@halalfam @biebervalue @greenlinerzjm Already proven that Islam abuses women &amp; I showed statistics to back it up. I'm bored with repetition.,racism
@RaniaKhalek @MaxBlumenthal @Phan_N What about Muslim blasphemy laws. They lead to lynch mob murder. Let's stick to important stuff.,racism
"RT @RavenHUWolf: Many of the ISIS members are walking ""stoners"" ~ even #daesh #Emwazi #JihadiJohn it's been rumored he's high on #Khat http?",racism
@sweden I think Daesh are rejected because they are an embarrassment.  But they follow the Quran and Sunnah to the letter.,racism
@sweden In fact many Muslim countries have the same odious laws as Daesh. This shows sex slaves are approved in KSA. http://t.co/rlwz0BqUBs,racism
"It's not #ISIS, it's #Islam. Sex slavery is permitted in many Muslim countries. Here is the proof.  http://t.co/rlwz0BqUBs #Saudi #Iraq",racism
"RT @RavenHUWolf: Bloodthirsty Muslims flock to ISIS' theatre that loop jihadi atrocities they enjoy watching.
http://t.co/c96V6MwGnz http:/?",racism
#MKR  Lost the plot - where's the big Texan with the elephant sized steaks that they all have for brekkie ?,racism
#MKR  Lost the plot - where's the big Texan with the elephant sized steaks that they all have for brekkie ?,racism
"@AhleFars So they blow up statues and churches and attack civilians because it's all they can do as they ""die in their rage"".",racism
"@AhleFars To win a modern war you have to have educated people, not Madrassa rats.",racism
"@AhleFars And you can only get highly educated people out of a free modern society, not a 7th century one based on superstition.",racism
@TawheedNetwork_ Quoting from the book of violent fairy tales again?,racism
@mutaSawwif There isn't even a remote comparison between Abu Grahib and those images. And what happens in those images represents Islam.,racism
"@mutaSawwif In fact, all the things that ISIS does are the things that the prophet Mohammed did in the past.",racism
"RT @TRobinsonNewEra: http://t.co/AgX6DiZUIH England and Wales child rape cases up 37% in five years
We all know why",racism
Racist blacks have shot two police officers and a 5 year old in #Ferguson.,racism
@mutaSawwif About 90% of Iraqi civilians are killed by Muslims.,racism
"@mutaSawwif And if you are going to follow a prophet that approved of collateral damage, then don't complain about collateral damage.",racism
"@mutaSawwif No, it's obvious that who is the target of the weapon that is the issue. Killing terrorists with any kind of weapon is good.",racism
@mutaSawwif If you don't like hate then you will have to rewrite half of the Quran.,racism
"@muslimanarchist @Tobin_Maker @MaxBlumenthal  No, the murdering Hamaz head choppers torture children in dungeons.",racism
@RaniaKhalek @MaxBlumenthal Another taqiyya liar making up garbage for the sake of  Mohammed's desire to exterminate Jews.,racism
@RaniaKhalek @MaxBlumenthal Odeh's actions in the US proves that she is a lying criminal and so undoubtedly lied about what happened in Isr.,racism
@jncatron @MaxBlumenthal If you want t plumb the depth of Hamas virulent racism just read the Quran where it is spelled out in black &amp; white,racism
"@MaxBlumenthal @Marc_Leibowitz Good, someone in the ME has finally stood up to the Muslim terrorists and their population imperialism.",racism
@samerissawi1 @MaxBlumenthal I pray that the lying criminal bitch goes to prison.,racism
@BenjaminNorton @MaxBlumenthal The voted to prevent the Muslims genocide of Israel.,racism
@Michaelplates Most likely killed by Muslims; and I'm happy to see the Israelis get back a small fraction of the land the Muslims stole.,racism
@roisin_morgan The Quran spells out global domination of humanity through jihad. The Torah has no such global aim.,racism
@roisin_morgan But Islamolunatic live by Islam and Sharia trying to fulfill Mohammed's wish to exterminate all Jews from peninsula.,racism
@roisin_morgan And I don't care if the Jews do what the have to do to protect themselves from the genocidal Muslims.,racism
@roisin_morgan Those same genocidal Muslims that practice their bigotry and barbarity against religious and ethnic minorities everywhere.,racism
@roisin_morgan And while all other religious groups globally are under genocidal attacks by Muslims you blame the Jews.  Utterly  stupid.,racism
"@jncatron No, idiot, Zionism is the determination of Jews to recover a small fraction of the land stolen from them by Muslims.",racism
"@jncatron And the Muslims want to destroy Israel because they are racists, not because of the land, which is tiny. https://t.co/8cmfoOZwxz",racism
@jncatron And of course you are campaigning for the destruction of the Israelis because you are a racist anti-Semite asshole.,racism
@MaxBlumenthal Here are the verses from Quran and Hadith proving genocidal aim of the Muslim biggots. http://t.co/pF8iwpdb1d,racism
